trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1074,False,"{'a': 0.9, 'e': 0.34163922376206945}",20,16,8.43589958981493,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.9, 'e': 0.3412977553009937}",25,0,-86.16626255536379,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
1076,False,"{'a': 0.9, 'e': 0.34095662813770156}",20,10,-10.470785956549236,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1077,False,"{'a': 0.9, 'e': 0.3406158419310661}",25,0,-89.66138070126893,"{0: 20, 1: 0, 2: 0, 3: 4, 4: 1}",0
1078,False,"{'a': 0.9, 'e': 0.3402753963403008}",25,0,-27.709348355688533,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1079,False,"{'a': 0.9, 'e': 0.33993529102496034}",25,0,5.0385640090819095,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
1080,False,"{'a': 0.9, 'e': 0.3395955256449391}",20,12,-21.86411332381134,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
1081,False,"{'a': 0.9, 'e': 0.33925609986047195}",30,12,20.2541067275257,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1082,False,"{'a': 0.9, 'e': 0.3389170133321328}",25,0,-30.08857907625935,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
1083,False,"{'a': 0.9, 'e': 0.3385782657208353}",30,13,21.050195500324723,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1084,False,"{'a': 0.9, 'e': 0.3382398566878317}",20,0,4.293809402956379,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1085,False,"{'a': 0.9, 'e': 0.33790178589471304}",35,15,-84.66305611153767,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
1086,False,"{'a': 0.9, 'e': 0.33756405300340836}",20,0,-29.284984594813707,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
1087,False,"{'a': 0.9, 'e': 0.33722665767618487}",25,10,0.4764265527450495,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1088,False,"{'a': 0.9, 'e': 0.33688959957564707}",20,6,12.288207885319853,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.9, 'e': 0.336552878364737}",25,0,-30.72437034320506,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1090,False,"{'a': 0.9, 'e': 0.33621649370673334}",25,10,-29.10564499421485,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
1091,False,"{'a': 0.9, 'e': 0.3358804452652514}",20,1,-43.55575261175594,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
1092,False,"{'a': 0.9, 'e': 0.3355447327042427}",35,15,33.463218538785384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.9, 'e': 0.33520935568799465}",20,12,7.256105160146832,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1094,False,"{'a': 0.9, 'e': 0.3348743138811302}",25,3,2.352216365435445,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1095,False,"{'a': 0.9, 'e': 0.3345396069486076}",20,0,0.8671905641789174,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1096,False,"{'a': 0.9, 'e': 0.33420523455571977}",25,0,-46.6129278806214,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
1097,False,"{'a': 0.9, 'e': 0.3338711963680944}",20,1,9.363345206645567,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1098,False,"{'a': 0.9, 'e': 0.3335374920516932}",30,7,-124.96616732978285,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 3}",1
1099,False,"{'a': 0.9, 'e': 0.33320412127281185}",20,11,-31.564094524042705,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1100,False,"{'a': 0.9, 'e': 0.33287108369807955}",35,18,-13.022677517040613,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
1101,False,"{'a': 0.9, 'e': 0.3325383789944587}",30,0,-84.51636121772995,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
1102,False,"{'a': 0.9, 'e': 0.33220600682924445}",25,10,25.45335894455516,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.9, 'e': 0.3318739668700649}",20,9,6.2291708316257814,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1104,False,"{'a': 0.9, 'e': 0.3315422587848797}",25,7,-9.256677369691742,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1105,False,"{'a': 0.9, 'e': 0.331210882241981}",20,14,5.099498147186607,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.9, 'e': 0.33087983690999206}",30,16,0.6251455605400265,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1107,False,"{'a': 0.9, 'e': 0.3305491224578677}",20,10,3.0939993765857605,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1108,False,"{'a': 0.9, 'e': 0.3302187385548933}",20,12,9.615855846211941,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.9, 'e': 0.329888684870685}",20,14,-0.8412449967935851,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1110,False,"{'a': 0.9, 'e': 0.32955896107518906}",35,0,25.739491665226417,"{0: 32, 1: 1, 2: 2, 3: 0, 4: 0}",0
1111,False,"{'a': 0.9, 'e': 0.32922956683868165}",20,13,2.791510960547675,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1112,False,"{'a': 0.9, 'e': 0.3289005018317685}",20,13,2.6311841556738536,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1113,False,"{'a': 0.9, 'e': 0.3285717657253846}",20,12,17.99542251314177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.9, 'e': 0.32824335819079375}",20,0,-16.09453195035352,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1115,False,"{'a': 0.9, 'e': 0.32791527889958855}",25,0,-79.32499375989048,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
1116,False,"{'a': 0.9, 'e': 0.3275875275236895}",20,2,16.089774092509558,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1117,False,"{'a': 0.9, 'e': 0.3272601037353453}",25,8,13.57594756490317,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1118,False,"{'a': 0.9, 'e': 0.3269330072071321}",25,17,0.20045272734355946,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.9, 'e': 0.3266062376119534}",25,9,16.91966250871556,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1120,False,"{'a': 0.9, 'e': 0.32627979462303947}",25,0,5.411205496232849,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
1121,False,"{'a': 0.9, 'e': 0.32595367791394736}",25,5,-11.639281087209476,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
1122,False,"{'a': 0.9, 'e': 0.32562788715856034}",20,9,14.933675469823058,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.9, 'e': 0.3253024220310876}",20,4,-22.524107954537858,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
1124,False,"{'a': 0.9, 'e': 0.324977282206064}",25,14,12.42307169554883,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1125,False,"{'a': 0.9, 'e': 0.32465246735834974}",20,8,9.790463078482542,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1126,False,"{'a': 0.9, 'e': 0.3243279771631298}",25,0,-6.4780399183307305,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
1127,False,"{'a': 0.9, 'e': 0.32400381129591416}",25,0,12.021561523428666,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1128,False,"{'a': 0.9, 'e': 0.3236799694325367}",20,0,-10.239632865939543,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1129,False,"{'a': 0.9, 'e': 0.32335645124915574}",25,0,-79.46390895243688,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
1130,False,"{'a': 0.9, 'e': 0.3230332564222529}",30,11,26.51504089778285,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.9, 'e': 0.3227103846286335}",25,0,-33.885897811417635,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
1132,False,"{'a': 0.9, 'e': 0.3223878355454255}",25,18,-3.614696074615229,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1133,False,"{'a': 0.9, 'e': 0.32206560885008}",25,0,-41.877544161550134,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
1134,False,"{'a': 0.9, 'e': 0.32174370422037013}",20,9,8.90114953693955,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1135,False,"{'a': 0.9, 'e': 0.32142212133439135}",25,0,-50.20563462714695,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
1136,False,"{'a': 0.9, 'e': 0.32110085987056064}",30,12,2.722581969942655,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1137,False,"{'a': 0.9, 'e': 0.3207799195076166}",20,5,-0.36401368815501245,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1138,False,"{'a': 0.9, 'e': 0.32045929992461875}",20,5,14.06517644947226,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1139,False,"{'a': 0.9, 'e': 0.3201390008009476}",20,8,10.050036091315505,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1140,False,"{'a': 0.9, 'e': 0.31981902181630384}",20,6,-4.1094155329987405,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1141,False,"{'a': 0.9, 'e': 0.31949936265070866}",20,13,11.088715388562644,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.9, 'e': 0.31918002298450265}",20,16,8.691339273556189,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.9, 'e': 0.3188610024983463}",25,2,8.292351046827738,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
1144,False,"{'a': 0.9, 'e': 0.31854230087321894}",25,7,-21.551003099994134,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1145,False,"{'a': 0.9, 'e': 0.3182239177904191}",20,5,3.652957727663689,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1146,False,"{'a': 0.9, 'e': 0.3179058529315635}",30,11,14.895588868165767,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1147,False,"{'a': 0.9, 'e': 0.31758810597858733}",25,0,22.5203147888431,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1148,False,"{'a': 0.9, 'e': 0.3172706766137436}",20,10,6.042196431549474,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1149,False,"{'a': 0.9, 'e': 0.31695356451960294}",20,0,13.452873902600762,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1150,False,"{'a': 0.9, 'e': 0.31663676937905316}",25,0,0.2446302262883009,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1151,False,"{'a': 0.9, 'e': 0.3163202908752992}",20,0,-65.44196484164925,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
1152,False,"{'a': 0.9, 'e': 0.31600412869186245}",20,0,-0.5115057324823029,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1153,False,"{'a': 0.9, 'e': 0.3156882825125808}",20,6,11.527296529956185,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.9, 'e': 0.31537275202160797}",20,4,-68.34704190772278,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
1155,False,"{'a': 0.9, 'e': 0.3150575369034133}",25,5,23.003820986604083,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1156,False,"{'a': 0.9, 'e': 0.3147426368427819}",20,8,-37.482977982242744,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1157,False,"{'a': 0.9, 'e': 0.31442805152481357}",25,10,-14.901798648335582,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1158,False,"{'a': 0.9, 'e': 0.31411378063492296}",30,11,5.106081549424794,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1159,False,"{'a': 0.9, 'e': 0.3137998238588391}",20,0,-61.98037316191661,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1160,False,"{'a': 0.9, 'e': 0.3134861808826053}",30,11,30.065307595546408,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.9, 'e': 0.3131728513925785}",20,11,-7.413777983179822,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1162,False,"{'a': 0.9, 'e': 0.3128598350754292}",20,5,14.495120285787578,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1163,False,"{'a': 0.9, 'e': 0.312547131618141}",20,12,3.5306015966317847,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1164,False,"{'a': 0.9, 'e': 0.31223474070801055}",20,12,9.359852855557756,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.9, 'e': 0.31192266203264674}",20,6,12.093312251214344,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1166,False,"{'a': 0.9, 'e': 0.31161089527997105}",20,8,8.170542114450175,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.9, 'e': 0.3112994401382165}",25,7,-23.117419942864494,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1168,False,"{'a': 0.9, 'e': 0.3109882962959281}",20,13,-3.87791101584581,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1169,False,"{'a': 0.9, 'e': 0.31067746344196184}",25,17,6.002456948094963,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.9, 'e': 0.31036694126548503}",30,12,-24.765566863597407,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
1171,False,"{'a': 0.9, 'e': 0.31005672945597523}",25,6,13.43008922541586,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1172,False,"{'a': 0.9, 'e': 0.3097468277032208}",25,9,-139.08797321626932,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 3}",1
1173,False,"{'a': 0.9, 'e': 0.30943723569731985}",25,5,-3.0225477231674205,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1174,False,"{'a': 0.9, 'e': 0.3091279531286804}",20,8,-19.072925123098738,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
1175,False,"{'a': 0.9, 'e': 0.30881897968801986}",20,0,29.784498408481078,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1176,False,"{'a': 0.9, 'e': 0.3085103150663647}",25,6,23.959613734006556,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.9, 'e': 0.3082019589550503}",25,17,8.52923015965362,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.9, 'e': 0.3078939110457206}",20,0,4.468286565623071,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1179,False,"{'a': 0.9, 'e': 0.3075861710303276}",25,11,-35.41541656309939,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1180,False,"{'a': 0.9, 'e': 0.30727873860113125}",20,0,5.5452662240470705,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1181,False,"{'a': 0.9, 'e': 0.30697161345069907}",25,6,4.601620076140502,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1182,False,"{'a': 0.9, 'e': 0.306664795271906}",25,2,-2.6515967939542544,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
1183,False,"{'a': 0.9, 'e': 0.30635828375793367}",20,0,-11.172727138531942,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1184,False,"{'a': 0.9, 'e': 0.3060520786022707}",25,0,45.527987960836306,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1185,False,"{'a': 0.9, 'e': 0.30574617949871175}",20,12,0.9312567857321405,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1186,False,"{'a': 0.9, 'e': 0.3054405861413579}",20,13,12.687533206777994,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.9, 'e': 0.3051352982246155}",20,2,-15.436555623650726,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
1188,False,"{'a': 0.9, 'e': 0.30483031544319683}",25,16,-4.099760961655022,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1189,False,"{'a': 0.9, 'e': 0.304525637492119}",35,0,-76.90014804500711,"{0: 28, 1: 2, 2: 3, 3: 0, 4: 2}",0
1190,False,"{'a': 0.9, 'e': 0.3042212640667041}",20,13,12.498594133164366,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.9, 'e': 0.3039171948625785}",20,6,-31.073343402349945,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1192,False,"{'a': 0.9, 'e': 0.30361342957567317}",25,0,-13.446788883582576,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
1193,False,"{'a': 0.9, 'e': 0.30330996790222264}",20,8,-42.68979809299207,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1194,False,"{'a': 0.9, 'e': 0.3030068095387654}",20,9,23.92929719564314,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.9, 'e': 0.30270395418214285}",30,9,15.776759881337544,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
1196,False,"{'a': 0.9, 'e': 0.3024014015294998}",30,0,-33.88638559363218,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
1197,False,"{'a': 0.9, 'e': 0.3020991512782834}",20,0,0.18152280660983333,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1198,False,"{'a': 0.9, 'e': 0.3017972031262435}",20,11,0.08414818106433941,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1199,False,"{'a': 0.9, 'e': 0.3014955567714318}",20,0,2.0799844476559706,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1200,False,"{'a': 0.9, 'e': 0.30119421191220214}",30,15,12.979150718258202,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.9, 'e': 0.30089316824720935}",25,5,-8.741003290595142,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
1202,False,"{'a': 0.9, 'e': 0.30059242547541}",20,6,-34.265542871305676,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
1203,False,"{'a': 0.9, 'e': 0.30029198329606105}",25,11,23.186106398500424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.9, 'e': 0.2999918414087205}",20,16,6.854001608719732,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.9, 'e': 0.2996919995132463}",35,27,13.422882392451887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.9, 'e': 0.2993924573097967}",20,0,-51.83607603089812,"{0: 15, 1: 1, 2: 1, 3: 3, 4: 0}",0
1207,False,"{'a': 0.9, 'e': 0.29909321449882925}",20,0,-89.01082743380313,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
1208,False,"{'a': 0.9, 'e': 0.29879427078110127}",20,1,31.160560051168783,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.9, 'e': 0.2984956258576689}",20,0,-1.3663197725154876,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1210,False,"{'a': 0.9, 'e': 0.2981972794298874}",20,0,-33.79542102362591,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1211,False,"{'a': 0.9, 'e': 0.2978992311994101}",30,12,11.131943348776312,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.9, 'e': 0.29760148086818883}",25,17,4.977479229987191,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1213,False,"{'a': 0.9, 'e': 0.2973040281384732}",20,0,10.121782822234723,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1214,False,"{'a': 0.9, 'e': 0.2970068727128105}",30,16,-3.4652627272462873,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1215,False,"{'a': 0.9, 'e': 0.29671001429404525}",25,13,8.846727088224121,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1216,False,"{'a': 0.9, 'e': 0.2964134525853191}",20,0,16.665262038256127,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1217,False,"{'a': 0.9, 'e': 0.29611718729007014}",20,0,-6.119028600985893,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1218,False,"{'a': 0.9, 'e': 0.2958212181120332}",20,0,-40.08079476673602,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1219,False,"{'a': 0.9, 'e': 0.295525544755239}",20,5,-17.384407136806587,"{0: 11, 1: 3, 2: 0, 3: 1, 4: 0}",1
1220,False,"{'a': 0.9, 'e': 0.2952301669240142}",20,0,2.965968148074258,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1221,False,"{'a': 0.9, 'e': 0.2949350843229809}",20,8,-20.01926851290829,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1222,False,"{'a': 0.9, 'e': 0.29464029665705654}",30,14,22.74212865885101,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.9, 'e': 0.29434580363145335}",20,7,4.751122493457305,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.9, 'e': 0.29405160495167837}",20,0,-21.148857436716156,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1225,False,"{'a': 0.9, 'e': 0.29375770032353277}",30,12,-1.6848419900058804,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1226,False,"{'a': 0.9, 'e': 0.2934640894531121}",20,0,-75.71032773161339,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
1227,False,"{'a': 0.9, 'e': 0.2931707720468052}",20,7,-16.272522707688974,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1228,False,"{'a': 0.9, 'e': 0.2928777478112949}",20,0,-18.672792990273688,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
1229,False,"{'a': 0.9, 'e': 0.29258501645355667}",30,0,-60.96858927875548,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
1230,False,"{'a': 0.9, 'e': 0.2922925776808594}",20,13,14.019955507909236,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.9, 'e': 0.2920004312007641}",25,5,22.786591470272487,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1232,False,"{'a': 0.9, 'e': 0.2917085767211244}",25,0,-83.06197130995565,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
1233,False,"{'a': 0.9, 'e': 0.2914170139500857}",20,14,11.165351995402727,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.9, 'e': 0.2911257425960852}",30,0,-14.328369882419972,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
1235,False,"{'a': 0.9, 'e': 0.29083476236785155}",20,0,-82.67148864037476,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
1236,False,"{'a': 0.9, 'e': 0.2905440729744046}",25,0,-25.393872330292258,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
1237,False,"{'a': 0.9, 'e': 0.2902536741250547}",25,20,9.170431711562346,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.9, 'e': 0.2899635655294032}",20,10,19.748213700098045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.9, 'e': 0.2896737468973414}",20,0,-18.111251240854756,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1240,False,"{'a': 0.9, 'e': 0.2893842179390506}",30,19,18.48052088601537,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.9, 'e': 0.28909497836500186}",20,15,7.663447911317039,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.9, 'e': 0.28880602788595566}",25,7,-6.818285475971552,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
1243,False,"{'a': 0.9, 'e': 0.2885173662129613}",35,16,-18.591915214561382,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1244,False,"{'a': 0.9, 'e': 0.2882289930573573}",25,0,24.19176496024247,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1245,False,"{'a': 0.9, 'e': 0.2879409081307702}",25,9,26.58038343160124,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.9, 'e': 0.2876531111451154}",20,12,6.6889392169406765,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1247,False,"{'a': 0.9, 'e': 0.28736560181259563}",20,0,18.14604673149654,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1248,False,"{'a': 0.9, 'e': 0.28707837984570167}",35,20,-28.779143457204235,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1249,False,"{'a': 0.9, 'e': 0.2867914449572114}",25,3,-60.63986000559982,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
1250,False,"{'a': 0.9, 'e': 0.2865047968601901}",30,5,14.552595488497298,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
1251,False,"{'a': 0.9, 'e': 0.28621843526798946}",25,0,24.603314740248525,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
1252,False,"{'a': 0.9, 'e': 0.285932359894248}",30,10,-40.48199476078102,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
1253,False,"{'a': 0.9, 'e': 0.28564657045289016}",25,8,8.855686422764931,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1254,False,"{'a': 0.9, 'e': 0.28536106665812666}",20,9,9.404185848133446,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1255,False,"{'a': 0.9, 'e': 0.28507584822445353}",20,2,-7.467942334578178,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
