trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1256,False,"{'a': 0.9, 'e': 0.2847909148666525}",35,21,-13.098074850954587,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
1257,False,"{'a': 0.9, 'e': 0.2845062662997899}",30,16,6.785963939615292,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1258,False,"{'a': 0.9, 'e': 0.28422190223921745}",25,13,8.710288690847051,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1259,False,"{'a': 0.9, 'e': 0.28393782240057086}",25,11,-60.094814065085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
1260,False,"{'a': 0.9, 'e': 0.2836540264997704}",30,18,-21.072003938065613,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
1261,False,"{'a': 0.9, 'e': 0.28337051425301996}",25,7,-66.71326358871163,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
1262,False,"{'a': 0.9, 'e': 0.2830872853768075}",20,0,-104.30926452211625,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
1263,False,"{'a': 0.9, 'e': 0.2828043395879039}",30,17,6.618364449793112,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1264,False,"{'a': 0.9, 'e': 0.2825216766033636}",20,0,-17.06241667195075,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1265,False,"{'a': 0.9, 'e': 0.2822392961405233}",35,18,27.47330142793837,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.9, 'e': 0.28195719791700274}",20,12,13.985230630284999,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.9, 'e': 0.28167538165070355}",20,8,22.10247659771629,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.9, 'e': 0.2813938470598095}",25,11,-88.97676606784307,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
1269,False,"{'a': 0.9, 'e': 0.281112593862786}",30,10,-11.055508632967669,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1270,False,"{'a': 0.9, 'e': 0.2808316217783798}",25,19,9.699980004996666,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.9, 'e': 0.2805509305256187}",20,0,-28.78263237067813,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1272,False,"{'a': 0.9, 'e': 0.28027051982381157}",25,0,-70.34664530149877,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
1273,False,"{'a': 0.9, 'e': 0.27999038939254756}",25,13,18.890441402689866,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.9, 'e': 0.27971053895169634}",20,10,-2.470068328501097,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1275,False,"{'a': 0.9, 'e': 0.2794309682214073}",20,0,6.638961062890865,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1276,False,"{'a': 0.9, 'e': 0.27915167692210985}",30,7,-48.828878538349876,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
1277,False,"{'a': 0.9, 'e': 0.2788726647745125}",25,0,-41.44448650441397,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1278,False,"{'a': 0.9, 'e': 0.27859393149960326}",25,11,11.672929399073558,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.9, 'e': 0.27831547681864865}",35,8,-4.774874591918847,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 1}",1
1280,False,"{'a': 0.9, 'e': 0.27803730045319414}",20,12,12.705730251098798,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.9, 'e': 0.2777594021250632}",20,0,-13.739069514153964,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1282,False,"{'a': 0.9, 'e': 0.2774817815563575}",20,0,6.543512474202546,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1283,False,"{'a': 0.9, 'e': 0.2772044384694566}",20,9,6.346663912512405,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1284,False,"{'a': 0.9, 'e': 0.2769273725870171}",20,14,11.767670048555335,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.9, 'e': 0.2766505836319734}",20,0,16.549694177512336,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1286,False,"{'a': 0.9, 'e': 0.27637407132753633}",25,6,-7.2695914708535,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1287,False,"{'a': 0.9, 'e': 0.2760978353971936}",30,11,35.91868461418211,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.9, 'e': 0.27582187556470933}",30,18,-39.0171499860934,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
1289,False,"{'a': 0.9, 'e': 0.2755461915541236}",20,5,26.559788817796434,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.9, 'e': 0.27527078308975234}",20,10,-1.9186786248711454,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1291,False,"{'a': 0.9, 'e': 0.27499564989618713}",20,0,-27.12527703800162,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
1292,False,"{'a': 0.9, 'e': 0.2747207916982947}",30,22,13.727694014709567,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.9, 'e': 0.27444620822121696}",25,2,-3.6454889068403653,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
1294,False,"{'a': 0.9, 'e': 0.2741718991903702}",20,2,14.856481493150982,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1295,False,"{'a': 0.9, 'e': 0.2738978643314456}",25,14,-38.57810034192852,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
1296,False,"{'a': 0.9, 'e': 0.27362410337040804}",20,0,29.666613902650486,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1297,False,"{'a': 0.9, 'e': 0.27335061603349675}",35,20,-7.460094395822617,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1298,False,"{'a': 0.9, 'e': 0.2730774020472242}",20,11,14.722309154607233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.9, 'e': 0.2728044611383765}",30,4,19.345716459063,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
1300,False,"{'a': 0.9, 'e': 0.2725317930340126}",30,10,13.5235877619137,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.9, 'e': 0.2722593974614645}",20,0,30.196564027938464,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1302,False,"{'a': 0.9, 'e': 0.2719872741483365}",25,0,27.494490588265418,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1303,False,"{'a': 0.9, 'e': 0.27171542282250544}",20,12,-28.729094203935016,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1304,False,"{'a': 0.9, 'e': 0.27144384321211973}",25,15,12.261510527114243,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.9, 'e': 0.2711725350455999}",35,12,-26.342053931786133,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 0}",1
1306,False,"{'a': 0.9, 'e': 0.27090149805163766}",20,9,-34.71233615141816,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
1307,False,"{'a': 0.9, 'e': 0.2706307319591961}",20,15,9.318560497594111,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.9, 'e': 0.270360236497509}",25,0,4.8358654557908105,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1309,False,"{'a': 0.9, 'e': 0.270090011396081}",25,0,26.27163949555406,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
1310,False,"{'a': 0.9, 'e': 0.2698200563846868}",25,12,26.124349067216208,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.9, 'e': 0.2695503711933716}",20,6,12.428571364364563,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1312,False,"{'a': 0.9, 'e': 0.26928095555244996}",20,8,10.812720654052558,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1313,False,"{'a': 0.9, 'e': 0.2690118091925064}",25,10,-16.75673776872316,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
1314,False,"{'a': 0.9, 'e': 0.26874293184439435}",20,11,4.13273750657218,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1315,False,"{'a': 0.9, 'e': 0.2684743232392366}",30,6,23.679545832821187,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1316,False,"{'a': 0.9, 'e': 0.2682059831084244}",20,10,-6.294305465088713,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1317,False,"{'a': 0.9, 'e': 0.26793791118361776}",30,6,10.96863492373756,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 0}",1
1318,False,"{'a': 0.9, 'e': 0.26767010719674456}",35,26,18.28665636803347,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.9, 'e': 0.2674025708800009}",25,18,4.541013531664094,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.9, 'e': 0.26713530196585034}",25,0,-92.15050307567009,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
1321,False,"{'a': 0.9, 'e': 0.2668683001870241}",25,11,14.067906076330472,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1322,False,"{'a': 0.9, 'e': 0.2666015652765202}",20,0,1.9030112587353087,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1323,False,"{'a': 0.9, 'e': 0.2663350969676039}",25,12,16.724537029970563,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.9, 'e': 0.26606889499380665}",25,12,-29.80343314455222,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1325,False,"{'a': 0.9, 'e': 0.2658029590889266}",25,8,5.255520414525417,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1326,False,"{'a': 0.9, 'e': 0.2655372889870278}",20,8,25.955629592060493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.9, 'e': 0.2652718844224401}",20,13,-0.25595095019041736,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1328,False,"{'a': 0.9, 'e': 0.2650067451297589}",20,2,-18.8361277011797,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1329,False,"{'a': 0.9, 'e': 0.26474187084384504}",30,19,22.941852053595664,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.9, 'e': 0.26447726129982396}",20,11,17.30298521806133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.9, 'e': 0.2642129162330863}",30,20,-2.4866344544203782,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1332,False,"{'a': 0.9, 'e': 0.2639488353792868}",20,8,5.347202795734995,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1333,False,"{'a': 0.9, 'e': 0.2636850184743448}",20,0,11.64994145914524,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1334,False,"{'a': 0.9, 'e': 0.2634214652544431}",20,0,17.20628494750429,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1335,False,"{'a': 0.9, 'e': 0.2631581754560287}",20,13,12.618901210590584,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.9, 'e': 0.26289514881581166}",20,11,-3.0364154390339646,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1337,False,"{'a': 0.9, 'e': 0.26263238507076536}",30,11,11.778216394439369,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1338,False,"{'a': 0.9, 'e': 0.262369883958126}",20,0,0.9934671434041492,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1339,False,"{'a': 0.9, 'e': 0.2621076452153925}",25,17,14.332560554365259,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.9, 'e': 0.261845668580326}",20,9,-16.146052848154895,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
1341,False,"{'a': 0.9, 'e': 0.26158395379094995}",30,19,22.41064332604366,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.9, 'e': 0.2613225005855494}",20,2,7.39417476069284,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1343,False,"{'a': 0.9, 'e': 0.2610613087026713}",25,0,-27.844826414939828,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1344,False,"{'a': 0.9, 'e': 0.26080037788112365}",20,7,-24.136893632940076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1345,False,"{'a': 0.9, 'e': 0.2605397078599756}",20,6,9.107367634359635,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1346,False,"{'a': 0.9, 'e': 0.2602792983785571}",20,0,-41.62688112986168,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1347,False,"{'a': 0.9, 'e': 0.26001914917645874}",20,0,7.1352307819692635,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1348,False,"{'a': 0.9, 'e': 0.2597592599935311}",30,7,13.742021636353062,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
1349,False,"{'a': 0.9, 'e': 0.25949963056988523}",25,10,-20.438468644096236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1350,False,"{'a': 0.9, 'e': 0.2592402606458915}",20,2,23.646029910809865,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.9, 'e': 0.25898114996218}",20,4,28.216681783479594,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.9, 'e': 0.25872229825964005}",25,8,-56.185069832596234,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
1353,False,"{'a': 0.9, 'e': 0.25846370527942}",20,3,-25.195159552727596,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1354,False,"{'a': 0.9, 'e': 0.25820537076292666}",25,10,-9.174150652067171,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1355,False,"{'a': 0.9, 'e': 0.2579472944518257}",20,10,6.4827179120987575,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1356,False,"{'a': 0.9, 'e': 0.25768947608804055}",25,9,-16.9892548708908,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
1357,False,"{'a': 0.9, 'e': 0.2574319154137531}",20,5,-3.3047317491056187,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1358,False,"{'a': 0.9, 'e': 0.2571746121714024}",35,14,-35.45391469478211,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
1359,False,"{'a': 0.9, 'e': 0.25691756610368544}",25,18,12.440388620088433,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.9, 'e': 0.2566607769535559}",25,4,-23.60501848391246,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
1361,False,"{'a': 0.9, 'e': 0.2564042444642247}",20,6,-14.654938658570117,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1362,False,"{'a': 0.9, 'e': 0.2561479683791593}",20,10,-36.73111198552925,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1363,False,"{'a': 0.9, 'e': 0.25589194844208374}",25,0,-21.088577900729874,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1364,False,"{'a': 0.9, 'e': 0.25563618439697783}",25,0,1.1052921469043162,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1365,False,"{'a': 0.9, 'e': 0.2553806759880777}",20,8,24.15963612647268,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.9, 'e': 0.2551254229598748}",30,0,14.258845450695377,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
1367,False,"{'a': 0.9, 'e': 0.25487042505711616}",25,19,-11.411515182379176,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1368,False,"{'a': 0.9, 'e': 0.2546156820248037}",20,0,23.316955250789075,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1369,False,"{'a': 0.9, 'e': 0.25436119360819465}",20,10,16.996263173153952,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.9, 'e': 0.25410695955280027}",20,6,23.18533278518839,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.9, 'e': 0.2538529796043867}",25,3,4.981459486428665,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
1372,False,"{'a': 0.9, 'e': 0.25359925350897383}",25,3,-6.718121635306787,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1373,False,"{'a': 0.9, 'e': 0.25334578101283567}",35,22,-4.404834058842931,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
1374,False,"{'a': 0.9, 'e': 0.25309256186249957}",20,10,2.9406157141416545,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.9, 'e': 0.25283959580474646}",20,9,-24.137452324592154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1376,False,"{'a': 0.9, 'e': 0.2525868825866102}",25,11,16.319242356010044,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.9, 'e': 0.25233442195537764}",30,21,5.3789581555606905,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1378,False,"{'a': 0.9, 'e': 0.25208221365858796}",25,3,15.362175507897897,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1379,False,"{'a': 0.9, 'e': 0.25183025744403303}",30,0,-0.4720866659515799,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
1380,False,"{'a': 0.9, 'e': 0.25157855305975646}",25,3,-7.262705657267835,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1381,False,"{'a': 0.9, 'e': 0.251327100254054}",20,13,14.345710197825712,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.9, 'e': 0.25107589877547265}",20,16,8.764525251123585,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.9, 'e': 0.2508249483728111}",20,8,-63.50710262692181,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
1384,False,"{'a': 0.9, 'e': 0.25057424879511875}",25,9,27.17794627024753,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.9, 'e': 0.2503237997916961}",30,11,3.8333966061169935,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1386,False,"{'a': 0.9, 'e': 0.2500736011120941}",35,21,-6.990738662286953,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1387,False,"{'a': 0.9, 'e': 0.24982365250611405}",20,0,18.73543968426706,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1388,False,"{'a': 0.9, 'e': 0.24957395372380728}",25,11,24.45885461060376,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.9, 'e': 0.2493245045154751}",20,0,34.384304127996025,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1390,False,"{'a': 0.9, 'e': 0.24907530463166816}",20,7,12.95855603079732,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1391,False,"{'a': 0.9, 'e': 0.24882635382318666}",20,10,3.7363091395396744,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1392,False,"{'a': 0.9, 'e': 0.24857765184107966}",20,6,25.125774746734745,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.9, 'e': 0.24832919843664528}",25,11,4.889285824715736,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1394,False,"{'a': 0.9, 'e': 0.24808099336142997}",30,20,15.548767031810561,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.9, 'e': 0.24783303636722875}",25,2,6.862569871048781,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
1396,False,"{'a': 0.9, 'e': 0.2475853272060845}",20,8,-63.33750497970305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
1397,False,"{'a': 0.9, 'e': 0.24733786563028812}",30,0,-61.254408808529114,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
1398,False,"{'a': 0.9, 'e': 0.24709065139237796}",30,16,-3.3537804917459972,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1399,False,"{'a': 0.9, 'e': 0.24684368424513983}",30,14,5.7465995328706345,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1400,False,"{'a': 0.9, 'e': 0.24659696394160643}",20,12,1.3884054495700648,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1401,False,"{'a': 0.9, 'e': 0.24635049023505762}",20,2,-45.41403437257199,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
1402,False,"{'a': 0.9, 'e': 0.2461042628790195}",20,1,-8.792903855089222,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
1403,False,"{'a': 0.9, 'e': 0.2458582816272648}",20,10,16.7264919507581,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.9, 'e': 0.2456125462338122}",25,11,-41.46115920091775,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1405,False,"{'a': 0.9, 'e': 0.24536705645292634}",30,16,-11.983818440737181,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1406,False,"{'a': 0.9, 'e': 0.24512181203911731}",30,18,22.86941004058557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.9, 'e': 0.24487681274714082}",30,16,10.606218895156664,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1408,False,"{'a': 0.9, 'e': 0.2446320583319975}",30,0,-54.722422167233105,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
1409,False,"{'a': 0.9, 'e': 0.2443875485489328}",25,8,30.101858855332353,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.9, 'e': 0.2441432831534371}",30,14,-64.69139004587062,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
1411,False,"{'a': 0.9, 'e': 0.24389926190124483}",25,0,0.5324894414967662,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
1412,False,"{'a': 0.9, 'e': 0.24365548454833486}",25,17,13.779494226309758,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.9, 'e': 0.24341195085092968}",35,18,3.2213405023963753,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1414,False,"{'a': 0.9, 'e': 0.24316866056549566}",25,10,-19.292545794895418,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1415,False,"{'a': 0.9, 'e': 0.24292561344874244}",25,12,-8.425835510274608,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1416,False,"{'a': 0.9, 'e': 0.24268280925762298}",20,8,21.08747308609159,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.9, 'e': 0.24244024774933293}",25,15,-5.334745147571345,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1418,False,"{'a': 0.9, 'e': 0.2421979286813109}",25,13,23.356164464208465,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.9, 'e': 0.24195585181123766}",25,17,2.6277493516065427,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1420,False,"{'a': 0.9, 'e': 0.24171401689703645}",25,20,7.873525738311864,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.9, 'e': 0.24147242369687225}",20,5,24.632192339235054,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.9, 'e': 0.24123107196915192}",20,0,2.883960995920077,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1423,False,"{'a': 0.9, 'e': 0.24098996147252358}",20,0,26.530813317825675,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1424,False,"{'a': 0.9, 'e': 0.24074909196587688}",20,9,15.022290166788903,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.9, 'e': 0.24050846320834213}",20,0,4.272587851465238,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1426,False,"{'a': 0.9, 'e': 0.2402680749592907}",25,0,7.529708747224992,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1427,False,"{'a': 0.9, 'e': 0.2400279269783342}",25,11,20.17874030897903,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.9, 'e': 0.2397880190253247}",25,5,18.366552433192847,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1429,False,"{'a': 0.9, 'e': 0.2395483508603542}",20,10,9.730466035707716,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1430,False,"{'a': 0.9, 'e': 0.23930892224375455}",20,0,15.616973595546098,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1431,False,"{'a': 0.9, 'e': 0.23906973293609704}",25,11,17.214137607367412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.9, 'e': 0.23883078269819244}",25,16,18.147719176776853,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.9, 'e': 0.2385920712910904}",30,17,13.298447111161554,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1434,False,"{'a': 0.9, 'e': 0.23835359847607956}",30,0,-59.86647380590033,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
1435,False,"{'a': 0.9, 'e': 0.23811536401468703}",20,2,28.391478867873502,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.9, 'e': 0.2378773676686784}",30,16,-14.352434721644947,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1437,False,"{'a': 0.9, 'e': 0.2376396092000572}",25,0,5.039444577236239,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
